Video_Title,Date_Posted,Likes,Dislikes,Views,Comments,Length,Resolution,Speaker_Sex,URL,Normalized_Likes,Normalized_Dislikes,Normalized_Views,Normalized_,Popularity
Bobby Ghosh: Why global jihad is losing,12/03/2012,1044,259,44212,534,16:32,HD,M,https://www.youtube.com/watch?v=aeVt_WlH1qY,0.00321337,0.018134533,0.0018756329999999998,0.020792697,1
Boghuma Kabisen Titanji: Ethical riddles in HIV research,01/10/2013,310,62,38824,60,11M11S,hd,F,https://www.youtube.com/watch?v=FcecqQkyKoM,0.000809075,0.0042876220000000005,0.001615734,0.002301631,0
"Bono: The good news on poverty (Yes, there's good news)",03/14/2013,2663,531,225269,730,13:58,SD,M,https://www.youtube.com/watch?v=BdDkF0Lw-ag,0.008516576,0.03725311,0.010609213000000001,0.028438792,1
Brian Goldman: Doctors make mistakes. Can we talk about that?,01/25/2012,4752,58,286170,386,19M29S,sd,M,https://www.youtube.com/watch?v=iUbfRzxNy20,0.015359318,0.0040064670000000005,0.013546872,0.015019115,1
Caroline Casey: Looking past limits,04/08/2011,6881,234,425935,467,19M18S,sd,F,https://www.youtube.com/watch?v=YyBk55G7Keo,0.022333082999999997,0.016377311000000002,0.020288663999999998,0.018178981,1
Charmian Gooch: Meet global corruption's hidden players,07/08/2013,17586,629,871690,3430,14M28S,hd,F,https://www.youtube.com/watch?v=Nhx1_yXMwCg,0.057398448,0.04414142099999999,0.041790384,0.133767652,2
"Choice, happiness and spaghetti sauce ",01/16/2007,11760,368,1617342,590,18M16S,sd,M,https://www.youtube.com/watch?v=iIiAAhUeR6Y,0.038314766,0.025796022000000002,0.077758123,0.022977296,2
Chris Abani on the stories of Africa,08/09/2007,185,13,28888,22,19:35,SD,M,https://www.youtube.com/watch?v=nrbiIWD_CxI,0.000399624,0.000843467,0.001136455,0.0008192239999999999,0
Dalia Mogahed: The attitudes that sparked Arab Spring,05/30/2012,1073,255,73329,269,14M33S,hd,F,https://www.youtube.com/watch?v=RG5QP2EVUVY,0.003308362,0.017853377,0.003280139,0.010454865,1
Dan Barber: How I fell in love with a fish,03/10/2010,3609,105,272103,270,19M31S,sd,M,https://www.youtube.com/watch?v=4EUAMe2ixCI,0.011615299999999999,0.007310044,0.012868326999999999,0.010493875,1
"David Keith: A surprising idea for ""solving"" climate change",11/15/2007,520,311,80908,502,16M5S,sd,M,https://www.youtube.com/watch?v=XkEys3PeseA,0.0014969520000000002,0.021789555,0.003645725,0.019544355,0
"Debra Jarvis: Yes, I survived cancer. But that doesn't define me",10/30/2014,742,49,55597,54,16:14,HD,F,https://www.youtube.com/watch?v=4n8qT0vQbWk,0.002224137,0.003373867,0.002424807,0.002067567,0
Defend our freedom to share (or why SOPA is a bad idea) ,01/18/2012,9789,70,506766,847,14:00,SD,M,https://www.youtube.com/watch?v=9h2dF-IsH0I,0.031858546,0.004849933,0.024187679,0.033003042999999996,1
Diana Nyad: Extreme swimming with the world's most dangerous jellyfish,01/24/2012,1207,54,88739,164,16M58S,sd,F,https://www.youtube.com/watch?v=c6mhFgAjqwA,0.0037472940000000004,0.003725311,0.004023466,0.006358742,1
Dilip Ratha: The hidden force in global economics: sending money home,10/09/2014,1258,30,82030,107,17:04,HD,M,https://www.youtube.com/watch?v=Oj8eFu72_fc,0.003914349,0.002038378,0.0036998459999999997,0.004135133,1
Eleni Gabre-Madhin: Building a commodities market in Ethiopia,10/26/2007,219,15,79800,68,20M47S,sd,F,https://www.youtube.com/watch?v=9ZwNaaJxw40,0.000510995,0.0009840439999999999,0.003592278,0.002613716,0
Emma Teeling: The secret of the bat genome,07/15/2015,63,1,5328,1,16:23,HD,F,https://www.youtube.com/watch?v=GROCkg810R0,0.0,0.0,0.0,0.0,0
Eva Vertes: My dream about the future of medicine,01/16/2007,284,25,33371,33,19:35,SD,F,https://www.youtube.com/watch?v=z42lVW3z1_w,0.0007239089999999999,0.0016869329999999998,0.0013527,0.001248342,0
Everything you think you know about addiction is wrong ,07/09/2015,190180,4200,7802432,12818,14M43S,hd,M,https://www.youtube.com/watch?v=PY9DcIMGxMs,0.62274843,0.295143038,0.376106024,0.5,2
"Gayle Tzemach Lemmon: Women entrepreneurs, example not exception",01/27/2012,776,419,75770,288,13M17S,sd,F,https://www.youtube.com/watch?v=vw5HJhIlJp4,0.002335507,0.029380755,0.003397885,0.011196068,0
Greening the ghetto ,01/07/2007,1477,53,163148,86,19M16S,sd,F,https://www.youtube.com/watch?v=gQ-cZRmHfs4,0.0046317070000000005,0.003655022,0.007612705,0.003315909,1
Gregory Stock: To upgrade is human,04/14/2009,464,64,41508,204,17:52,SD,M,https://www.youtube.com/watch?v=hVsnkRoYfX0,0.0013135179999999998,0.004428199999999999,0.001745201,0.00791917,0
Heather Brooke: My battle to expose government corruption,10/18/2012,4263,126,204973,769,18:58,HD,F,https://www.youtube.com/watch?v=sYUjyH8Y0No,0.013757546,0.008786111,0.009630202,0.029960208999999998,1
Hector Ruiz: The power to connect the world,05/08/2008,124,16,20496,11,20:31,SD,M,https://www.youtube.com/watch?v=d21Eyvhk9Z4,0.000199812,0.001054333,0.0007316530000000001,0.000390107,0
How childhood trauma affects health across a lifetime ,02/17/2015,96249,1123,3508205,6460,16:03,HD,F,https://www.youtube.com/watch?v=95ovIJ3dsNk,0.315067461,0.078864132,0.16896698300000002,0.25197004,2
How humans could evolve to survive in space ,04/21/2016,4239,238,177395,559,12:52,HD,F,https://www.youtube.com/watch?v=CtvIX4s1bTU,0.013678932,0.016658466,0.008299932,0.021767964,1
How I held my breath for 17 minutes ,01/19/2010,305350,9812,20736461,25635,20:19,SD,M,https://www.youtube.com/watch?v=XFnGhrC_3Gs,1.0,0.689604274,1.0,1.0,2
How to escape education's death valley ,05/10/2013,101816,1550,4811287,5509,19:12,HD,M,https://www.youtube.com/watch?v=wX78iKhInsc,0.333302761,0.108877486,0.231823268,0.214870875,2
How to make stress your friend ,09/04/2013,156005,3120,10601755,3780,14M29S,hd,F,https://www.youtube.com/watch?v=RcGyVTAoXEU,0.510804587,0.21923104,0.5111359329999999,0.147421393,2
How to practice emotional first aid ,02/16/2015,151221,1260,3783484,2884,17:29,HD,M,https://www.youtube.com/watch?v=F2hc2FLOdhI,0.49513408700000006,0.088493709,0.182245515,0.112467816,2
How to speak up for yourself ,12/16/2016,12050,436,652316,260,15:09,HD,M,https://www.youtube.com/watch?v=MEDgtjpycYg,0.039264692000000004,0.030575666,0.031208521,0.010103768,2
If I should have a daughter ... ,03/21/2011,128650,1562,5856168,3537,18M29S,sd,F,https://www.youtube.com/watch?v=0snNB1yS3IE,0.42120037899999996,0.10972095300000001,0.28222480699999997,0.137941796,2
Inge Missmahl brings peace to the minds of Afghanistan,09/29/2010,205,15,21979,51,13:51,SD,F,https://www.youtube.com/watch?v=Jc2F3-nawnI,0.000465136,0.0009840439999999999,0.000803188,0.0019505339999999999,0
Inside the mind of a former radical jihadist ,11/14/2016,21100,1443,988954,3274,17:23,HD,M,https://www.youtube.com/watch?v=zwpiI18TBdE,0.068908928,0.10135657599999999,0.047446804,0.127681985,2
Islamophobia killed my brother. Let's end the hate ,12/05/2016,47159,7716,935539,8079,14:49,HD,F,https://www.youtube.com/watch?v=XiEQmcZi8cM,0.154267951,0.542278766,0.044870244000000004,0.315128345,2
It's time for women to run for office ,12/02/2016,1112,3096,49377,729,19:19,HD,F,https://www.youtube.com/watch?v=uYaF8p_TNSU,0.003436111,0.21754410600000001,0.002124775,0.028399782000000002,1
"Jacqueline Novogratz: Tackling poverty with ""patient capita",08/14/2007,127,15,24999,5,20M21S,sd,F,https://www.youtube.com/watch?v=H6kBP9b3I90,0.00020963900000000002,0.0009840439999999999,0.000948863,0.000156043,0
"Jessica Jackley: Poverty, money -- and love",10/18/2010,1604,140,147852,328,18M34S,sd,F,https://www.youtube.com/watch?v=Cqj0sgrNL10,0.005047709,0.009770155,0.006874878,0.012756495,1
Jimmy Carter: Why I believe the mistreatment of women is the number one human rights abuse,06/30/2015,3987,863,161239,1118,16M37S,hd,M,https://www.youtube.com/watch?v=wfW3aZCFfLA,0.012853479,0.06058902099999999,0.007520621,0.04357494,1
Karen Tse: How to stop torture,12/22/2011,539,34,38537,118,12M44S,sd,F,https://www.youtube.com/watch?v=vEli4dfAXrM,0.0015591889999999999,0.002319533,0.00160189,0.004564251,0
Lesley Hazleton: The doubt essential to faith,06/24/2013,7580,664,322020,1619,13:46,HD,F,https://www.youtube.com/watch?v=6ORDQFh0Byw,0.024622732,0.046601532,0.015276155,0.063119295,1
Letting go of God ,01/16/2007,11123,2055,850457,5431,17:18,SD,F,https://www.youtube.com/watch?v=OtIyx687ytk,0.036228205,0.144373375,0.040766175,0.21182804100000002,2
"Leymah Gbowee: Unlock the intelligence, passion, greatness of girls",03/28/2012,2494,276,177653,313,14M40S,hd,F,https://www.youtube.com/watch?v=QxkxcsrveLw,0.007962999,0.019329443999999998,0.008312377,0.012171335,1
"Lisa Gansky: The future of business is the ""mesh""",02/18/2011,195,67,35505,41,14M48S,sd,F,https://www.youtube.com/watch?v=IHBGLHgIWJM,0.00043238,0.004639067,0.001455637,0.001560428,0
Mark Roth: Suspended animation is within our grasp,03/15/2010,1419,34,90290,253,18:42,SD,M,https://www.youtube.com/watch?v=uVAaZVz9pDs,0.004441722,0.002319533,0.004098281,0.009830694000000001,1
Melinda French Gates: What nonprofits can learn from Coca-Cola,10/12/2010,2072,313,280832,433,17M,sd,F,https://www.youtube.com/watch?v=GlUS6KE67Vs,0.006580693,0.021930132999999997,0.013289385,0.016852618,1
Mena Trott: How blogs are building a friendlier world,01/16/2007,95,18,13212,4,17:32,SD,F,https://www.youtube.com/watch?v=RlBTxuWCuL8,0.000104819,0.001194911,0.00038029800000000005,0.00011703200000000001,0
Mustafa Akyol: Faith versus tradition in Islam,05/26/2011,1563,747,104125,691,17:13,SD,M,https://www.youtube.com/watch?v=5tUn_uoYKoE,0.0049134090000000005,0.05243551,0.004765634,0.026917375,1
My year of saying yes to everything ,03/09/2016,37033,1199,1402551,1521,18:45,HD,F,https://www.youtube.com/watch?v=gmj-azFbpkA,0.121099162,0.084206087,0.067397329,0.059296247,2
Nathan Myhrvold: Cut your food in half,07/05/2011,1450,335,192228,258,10M6S,sd,M,https://www.youtube.com/watch?v=-vo01ldlTQc,0.004543266,0.023476487999999997,0.009015426,0.010025747,1
On being wrong ,04/26/2011,6551,210,565268,451,17:52,SD,F,https://www.youtube.com/watch?v=QleRgTBMX88,0.021252133,0.014690377,0.027009619,0.01755481,1
Paddy Ashdown: The global power shift,01/05/2012,1681,267,124737,380,18M30S,sd,M,https://www.youtube.com/watch?v=zuAj2F54bdo,0.005299931,0.018696844,0.005759888,0.014785051,1
"Paul Collier: 4 ways to improve the lives of the ""bottom bil",06/02/2008,250,21,50386,72,18M56S,sd,M,https://www.youtube.com/watch?v=VhAD0dMslB8,0.000612538,0.0014057779999999999,0.002173446,0.002769759,0
Paul Collier's new rules for rebuilding a broken nation,06/24/2009,267,35,28674,73,16M35S,sd,M,https://www.youtube.com/watch?v=TvW4yugCPZo,0.0006682239999999999,0.002389822,0.001126132,0.00280877,0
"Paul Zak: Trust, morality - and oxytocin",11/01/2011,5112,181,273663,447,16:35,SD,M,https://www.youtube.com/watch?v=rFAdlU2ETjU,0.016538536,0.012652,0.012943576000000002,0.017398767,1
Rethinking infidelity ... a talk for anyone who has ever loved ,05/21/2015,140585,5420,9236313,7927,21M31S,hd,F,https://www.youtube.com/watch?v=P2AUat93a8Q,0.460294739,0.38089548,0.44527161200000004,0.30919872,2
Rev. Tom Honey: How could God have allowed the tsunami?,05/17/2007,300,83,33280,150,21M30S,sd,M,https://www.youtube.com/watch?v=2wdkxdiOFJA,0.0007763189999999999,0.005763689000000001,0.00134831,0.0058125930000000004,0
Richard Baraniuk on open-source learning,01/12/2007,527,29,98699,98,19M20S,sd,M,https://www.youtube.com/watch?v=RRymi-lFHpE,0.001519881,0.001968089,0.004503902,0.003784037,0
Rick Guidotti: From stigma to supermodel,07/15/2015,122,5,11349,5,18M9S,hd,M,https://www.youtube.com/watch?v=I4PU2JlhO80,0.000193261,0.00028115599999999996,0.000290433,0.000156043,0
Rory Stewart: Why democracy matters,10/29/2012,801,254,66549,477,13:42,HD,M,https://www.youtube.com/watch?v=IuQZ21spTRg,0.002417397,0.017783088,0.002953095,0.018569088,0
Roz Savage: Why I'm rowing across the Pacific,04/28/2010,528,38,41812,72,17:21,SD,F,https://www.youtube.com/watch?v=dXqPaHQp4Xw,0.001523157,0.0026006889999999998,0.001759865,0.002769759,0
Shukla Bose: Teaching one child at a time,03/30/2010,449,34,53008,57,16:54,SD,F,https://www.youtube.com/watch?v=n8eyF4UWG38,0.001264384,0.002319533,0.0022999229999999997,0.0021845989999999997,0
"Smash fear, learn anything ",04/16/2009,12112,472,944064,505,16M26S,sd,M,https://www.youtube.com/watch?v=iPE2_iCCo0w,0.039467779,0.033106066,0.045281460999999995,0.019661387,2
"Stanley McChrystal: Listen, learn ... then lead",04/06/2011,3774,277,511546,330,15M39S,sd,M,https://www.youtube.com/watch?v=FmpIMt95ndU,0.012155775,0.019399733,0.024418251000000002,0.012834517,1
Stefan Larsson: What doctors can learn from each other,11/14/2013,745,22,53325,37,12M57S,hd,M,https://www.youtube.com/watch?v=AFRmGkdXkxA,0.002233963,0.0014760670000000002,0.002315214,0.001404385,0
The art of asking ,03/01/2013,98996,2400,5887785,4181,13M48S,hd,F,https://www.youtube.com/watch?v=xMj_P_6H69g,0.324065551,0.168623041,0.283749904,0.16306468,2
The art of asking ,03/01/2013,98996,2400,5887785,4181,13M48S,hd,F,https://www.youtube.com/watch?v=xMj_P_6H69g,0.324065551,0.168623041,0.283749904,0.16306468,2
The economic injustice of plastic ,01/21/2011,610,182,44496,224,13M20S,sd,M,https://www.youtube.com/watch?v=FjvjSlpJoqo,0.0017917570000000002,0.012722289,0.001889332,0.008699384000000001,0
The Exhilarating Peace of Freediving ,01/06/2016,3857,224,183505,197,19:11,HD,M,https://www.youtube.com/watch?v=Rai3pwH3XrU,0.01242765,0.015674422,0.008594658,0.007646095,1
The happy secret to better work ,02/01/2012,39842,611,3284903,877,12M21S,sd,M,https://www.youtube.com/watch?v=fLJsdqxnZb0,0.13030034,0.042876221,0.158195647,0.034173364,2
The opportunity of adversity ,02/19/2010,3643,249,545375,404,21M59S,sd,F,https://www.youtube.com/watch?v=dTwXeZ4GkzI,0.01172667,0.017431644,0.026050048,0.015721308,1
The politics of fiction ,07/19/2010,5392,166,318553,331,20M16S,sd,F,https://www.youtube.com/watch?v=Zq7QPnqLoUk,0.017455706,0.011597666000000001,0.015108918999999998,0.012873527,1
The power of herd immunity (with English subtitles) ,02/25/2015,546,123,53869,451,14:46,HD,F,https://www.youtube.com/watch?v=dWObti8KNc4,0.001582118,0.008575244000000001,0.0023414539999999998,0.01755481,0
The power of introverts ,03/02/2012,246615,3061,10850906,14437,19:05,HD,F,https://www.youtube.com/watch?v=c0KYU2j0TM4,0.8076072679999999,0.215083995,0.523154137,0.563158305,2
The power of vulnerability ,01/03/2011,192116,3976,13897900,3877,20:50,SD,F,https://www.youtube.com/watch?v=iCvmsMzlF7o,0.629090004,0.279398327,0.670130861,0.15120543,2
The sound the universe makes ,03/15/2011,2043,133,166282,325,17:44,SD,F,https://www.youtube.com/watch?v=eLz9TvxGoKs,0.0064857,0.009278133000000001,0.0077638790000000004,0.012639463,1
The surprising science of happiness ,04/26/2012,30803,1308,3571276,1347,21M20S,sd,M,https://www.youtube.com/watch?v=4q1dgn_C0AU,0.100692136,0.09186757599999999,0.17200931600000002,0.052508387000000004,2
The Untapped Genius That Could Change Science for the Better ,01/07/2016,900,642,55538,459,13:43,HD,F,https://www.youtube.com/watch?v=3NdSVi38RM8,0.002741682,0.045055177,0.0024219610000000003,0.017866896,0
The voices in my head ,08/08/2013,32298,602,2015823,2049,14:18,HD,F,https://www.youtube.com/watch?v=syjEN3peCJw,0.105589167,0.042243620999999995,0.09697950400000001,0.079893891,2
"Tim Harford: Trial, error and the God complex",07/15/2011,4870,130,293322,391,18:07,SD,M,https://www.youtube.com/watch?v=K5wCfYujRdE,0.015745838999999998,0.009067266,0.01389186,0.015214169,1
Trita Parsi: Iran and Israel: Peace is possible,10/09/2013,785,116,58353,236,10M46S,hd,M,https://www.youtube.com/watch?v=8w-OZFBcwZc,0.0023649879999999997,0.008083222,0.002557747,0.009167512,0
Wadah Khanfar: A historic moment in the Arab world,03/05/2011,353,29,27452,42,17:13,HD,M,https://www.youtube.com/watch?v=yKQnL9Mmgng,0.000949926,0.001968089,0.001067187,0.001599438,0
Want to be happy? Be grateful ,11/27/2013,31673,1788,2569912,1413,14M31S,hd,M,https://www.youtube.com/watch?v=UtBsl3j0YRQ,0.10354191300000001,0.12560624199999998,0.123706891,0.055083093,2
Why does the universe exist? ,09/02/2014,58672,14228,6058731,21922,17M22S,hd,M,https://www.youtube.com/watch?v=zORUUqJd81M,0.191980006,1.0,0.291995763,0.855153312,2
Why good leaders make you feel safe ,05/19/2014,84724,1554,5621418,1564,12:00,HD,M,https://www.youtube.com/watch?v=lmyZMtPVodo,0.277316099,0.10915864199999999,0.27090125800000003,0.060973707,2
Why humans run the world ,07/24/2015,51777,1504,2059281,2938,17:09,HD,M,https://www.youtube.com/watch?v=nzj7Wg4DAbs,0.169394701,0.10564419800000001,0.09907577199999999,0.11457439300000001,2
Why the best hire might not have the perfect resume ,12/21/2015,7692,256,536505,351,10:32,HD,F,https://www.youtube.com/watch?v=jiDQDLnEXdA,0.024989599999999997,0.017923666,0.025622189,0.013653741,1
Yasheng Huang: Does democracy stifle economic growth?,09/12/2011,899,126,65610,307,18:52,SD,M,https://www.youtube.com/watch?v=UR-uWwvpn5c,0.002738407,0.008786111,0.002907801,0.011937271000000001,0
Your brain on video games ,11/19/2012,167876,11338,6331536,22826,17M58S,hd,F,https://www.youtube.com/watch?v=FktsFcooIG8,0.549689309,0.796865116,0.305154957,0.890418975,2
"Zainab Salbi: Women, wartime and the dream of peace",11/24/2010,831,106,57612,159,19:47,SD,F,https://www.youtube.com/watch?v=SS8T-f2srSw,0.002515666,0.007380333,0.002522004,0.006163689,0
